num_comments,score,ups
1206,2213,5235
69,2211,7802
532,2214,8040
256,2215,13302
1683,2211,11010
614,2213,8652
326,2217,11331
412,2214,27806
463,2214,6784
277,2214,4598
248,2217,12077
162,2217,8984
1342,2213,9533
698,2218,14359
2002,2218,7418
135,2215,11961
916,2217,19770
2027,2214,6594
648,2214,12664
196,2212,5636
1743,2211,6024
46,2210,6073
63,2217,6201
468,2213,11048
229,2212,5688
1549,2216,19363
1587,2213,13018
1715,2215,10249
1420,2217,12418
462,2212,9317
553,2212,15757
79,2213,14486
251,2213,10086
467,2213,10978
171,2212,7150
5558,2212,5103
12201,2213,7309
824,2214,15162
291,2215,15167
3041,2208,8485
282,2211,5945
1100,2213,10843
1214,2211,7861
2170,2213,20786
152,2213,6335
213,2206,10927
297,2214,6065
306,2211,9022
1606,2212,23241
283,2215,24776
463,2215,5246
1758,2214,14565
417,2210,5668
587,2209,5948
1320,2208,12974
1883,2206,23851
200,2214,16325
1634,2208,12069
118,2209,5328
1152,2212,16667
1537,2209,15175
611,2212,9653
554,2209,5748
635,2210,17447
2434,2216,6703
1870,2211,19207
913,2215,8929
1039,2212,10347
1466,2209,5481
746,2212,4280
543,2208,16776
318,2211,5403
340,2204,4051
344,2208,10423
1705,2209,8351
398,2203,4909
315,2211,5183
216,2208,8865
1220,2211,16764
2705,2205,10754
6561,2211,5556
1356,2207,10076
1201,2212,14722
1559,2205,6116
220,2209,15579
4781,2207,22544
49,2208,3952
234,2208,4702
520,2205,10850
256,2209,4370
3214,2214,18085
451,2204,5398
668,2209,9605
431,2208,9327
1517,2208,13273
879,2209,7070
771,2209,10963
451,2210,8035
585,2200,16941
413,2204,6260
18218,2207,9956
439,2205,10577
362,2212,4157
220,2207,11853
1279,2210,13054
101,2204,10691
1226,2205,9910
4738,2208,19069
407,2203,19421
1093,2206,6713
287,2209,10371
557,2209,7350
220,2204,5380
781,2207,17447
513,2214,15571
299,2203,7621
232,2208,12262
80,2208,12053
4029,2207,7078
556,2207,16082
680,2208,5629
1338,2208,23813
1004,2210,19804
497,2205,4962
744,2204,15592
521,2212,12359
225,2201,17694
819,2207,6151
1048,2205,8367
996,2203,15477
1565,2207,8621
158,2203,9298
396,2203,9531
1526,2207,6921
1319,2200,16980
914,2206,4746
160,2205,10024
496,2203,14384
561,2204,12949
487,2206,11044
850,2202,6961
1230,2204,6605
565,2198,9311
203,2202,6191
215,2202,16780
203,2201,6802
466,2203,10163
264,2200,17515
1163,2202,9197
581,2201,11015
395,2202,9889
313,2207,9574
728,2207,15856
2777,2203,9625
1809,2204,12374
7864,2199,14950
623,2208,12047
1009,2203,11914
641,2196,5315
166,2202,4590
214,2200,14771
534,2199,7886
376,2203,15668
510,2198,13209
997,2200,10050
105,2202,6641
299,2198,6595
2352,2204,5435
450,2205,18347
646,2204,18695
972,2201,9726
1993,2199,7292
382,2202,8319
619,2200,6113
246,2204,9251
438,2201,7710
358,2204,5951
343,2199,20364
994,2200,13279
644,2198,15973
5712,2199,14569
652,2204,10093
2921,2197,2683
183,2202,12515
449,2202,9155
405,2198,5880
392,2202,11735
483,2194,18534
1251,2195,6596
1377,2200,12387
426,2197,10284
1713,2199,16040
815,2203,11614
551,2199,6149
899,2198,6485
162,2206,11761
710,2202,3222
695,2203,3530
508,2199,2952
115,2200,7389
1711,2206,28351
160,2203,6978
756,2202,9640
521,2198,6056
935,2202,10078
479,2198,12794
1809,2199,5491
231,2198,7509
533,2200,4639
575,2202,14214
2637,2198,10453
1077,2203,17065
289,2200,4446
400,2191,22710
535,2201,15695
506,2196,7295
431,2202,4582
1696,2195,7282
1659,2206,10519
449,2203,8549
1005,2198,6334
910,2198,6645
832,2194,14467
610,2195,7225
225,2193,6790
444,2195,6110
540,2200,4839
939,2200,15723
15652,2194,10636
478,2201,9735
630,2195,8346
778,2194,7399
439,2199,14400
1790,2197,12003
265,2197,9800
677,2196,14252
711,2192,6351
185,2197,8389
234,2193,11564
972,2192,19159
343,2199,9329
206,2193,9707
1034,2200,10134
1184,2195,5080
417,2200,9024
862,2199,12055
17925,2201,6850
927,2193,15374
434,2200,7334
250,2195,7580
320,2193,25740
439,2194,11097
717,2199,6725
361,2194,4823
189,2198,6895
589,2200,5186
919,2189,20633
627,2192,5537
155,2198,7790
129,2193,12340
933,2192,17216
1121,2195,13235
439,2193,12394
1126,2195,19002
765,2195,12229
1185,2197,6688
3416,2188,18745
1329,2196,19053
1427,2190,11684
518,2194,8604
378,2191,9732
383,2198,14469
814,2187,4521
304,2193,6244
375,2190,10750
536,2191,4289
2696,2194,4518
317,2195,4143
263,2195,7121
1706,2192,10127
1715,2195,7601
2982,2190,13163
505,2190,7695
555,2192,8550
379,2195,4125
573,2194,4973
525,2187,9624
204,2198,10875
483,2193,13223
140,2194,4461
415,2194,16614
450,2191,15069
154,2195,19327
2932,2187,7668
1890,2197,5786
255,2191,11449
681,2196,15140
806,2188,60192
244,2190,5936
552,2184,15842
303,2189,5394
964,2194,11606
169,2194,12888
1077,2187,13268
591,2191,16490
1478,2191,15085
605,2190,11775
2122,2195,11020
282,2191,6743
186,2184,19388
1085,2189,23504
403,2190,6269
424,2192,3366
926,2189,15694
612,2192,5435
10063,2186,32738
569,2192,6601
870,2190,6684
450,2188,8644
579,2189,10706
320,2191,7242
318,2189,15636
233,2185,8393
229,2189,5714
232,2187,7480
3664,2197,18618
839,2193,15389
665,2186,16242
919,2189,11612
649,2193,16889
1063,2185,17281
170,2188,7315
325,2189,5196
413,2191,14621
653,2192,17055
449,2184,12959
4446,2187,4963
748,2186,6120
556,2193,7150
1134,2187,7536
1121,2186,16162
348,2186,14466
437,2189,4526
321,2186,4356
525,2189,6689
788,2187,9895
208,2192,8409
445,2181,7510
359,2182,7597
295,2184,9602
180,2182,7675
123,2187,11371
1261,2181,4548
861,2189,20563
778,2180,10348
1378,2186,11312
361,2188,8437
573,2184,6277
198,2184,19300
1585,2187,22338
1904,2184,16537
287,2182,9784
729,2187,18471
1729,2184,29357
1046,2186,20836
562,2186,10321
443,2186,8188
1034,2184,26964
568,2185,4312
1685,2182,7326
299,2183,5351
1059,2185,6632
422,2191,4493
617,2189,7171
636,2179,16276
297,2181,4535
6566,2182,11189
586,2184,4959
429,2189,7383
1438,2184,9837
7362,2185,11115
527,2179,8758
1579,2183,11003
640,2180,16618
1123,2182,14191
264,2181,8963
179,2182,5905
409,2185,8371
364,2185,6317
1093,2185,13679
1846,2187,12773
265,2186,11186
213,2179,16013
1222,2183,10381
775,2184,21162
414,2183,12468
992,2183,6634
124,2187,6735
1035,2188,12694
568,2184,5474
4180,2183,12731
2490,2184,7696
167,2181,4129
732,2181,14507
447,2185,15100
289,2182,5480
97,2179,6007
883,2179,7037
282,2176,11851
1022,2185,5921
978,2185,7473
208,2184,6318
1319,2188,6848
531,2179,15564
489,2181,9345
1577,2178,7765
543,2179,3959
860,2175,14905
477,2180,6540
1462,2183,24672
1613,2181,6690
727,2181,11536
574,2183,5860
1165,2185,15854
6680,2186,13347
469,2180,4229
850,2181,9392
615,2180,6934
151,2176,6838
3560,2179,12333
650,2175,9501
743,2181,17137
365,2181,15716
685,2176,24939
2361,2178,18973
375,2179,4330
4182,2179,12909
295,2175,13285
315,2182,5633
1460,2175,4015
915,2172,8434
542,2179,15785
109,2182,4822
553,2180,9854
170,2183,6582
355,2181,20093
713,2177,4941
237,2179,8291
636,2180,7941
311,2178,28123
536,2173,13010
1532,2182,8260
431,2175,6219
2598,2181,7065
431,2178,12498
211,2173,8547
979,2181,10120
148,2176,3706
17704,2178,12322
1531,2178,7715
590,2180,15360
1969,2177,7235
805,2177,4843
1250,2177,6428
395,2178,6179
1046,2181,6259
1091,2176,4222
533,2175,6415
442,2182,29024
526,2175,9950
1392,2172,6576
386,2173,16967
1376,2182,4367
315,2178,11730
222,2180,9441
282,2174,5530
274,2178,9547
638,2174,18686
635,2180,8902
1724,2173,6671
362,2175,17665
1999,2173,9473
746,2170,14683
274,2176,2909
662,2175,2493
18173,2171,10169
588,2179,6206
303,2175,9704
222,2175,5519
137,2176,12209
652,2172,4095
314,2179,8341
935,2174,15102
229,2173,10763
552,2175,9050
641,2174,9615
707,2172,21120
664,2174,12228
415,2180,3992
1488,2176,12710
412,2174,5659
293,2177,26266
1010,2171,9218
235,2173,14203
432,2171,4136
1122,2174,11224
438,2173,17532
928,2176,6775
1414,2177,6863
1280,2174,5159
1528,2175,9287
867,2174,8689
1016,2172,15357
620,2172,5695
342,2171,17410
3375,2169,16414
125,2173,11629
286,2172,8070
318,2175,4726
1026,2172,13073
4326,2173,12852
354,2171,14909
178,2171,8531
361,2171,6519
371,2168,9550
1903,2167,6976
1164,2170,8307
552,2170,8427
374,2171,4165
339,2178,8778
638,2175,24689
223,2172,4525
492,2170,5793
671,2171,5244
399,2176,8197
319,2170,12598
492,2171,13726
1052,2168,25016
343,2171,7329
626,2173,4132
251,2168,3537
412,2172,22142
4148,2173,6557
212,2176,9474
1672,2172,9123
958,2169,7978
843,2168,7368
181,2168,4434
1345,2168,10082
249,2169,20100
252,2170,5611
778,2172,13699
325,2171,6864
188,2171,3989
1571,2170,6038
667,2165,17517
429,2168,10089
2743,2172,5740
2072,2172,11050
441,2170,4043
488,2173,27259
383,2166,9975
666,2168,7741
398,2168,17272
904,2169,22364
458,2174,5429
873,2168,10172
563,2174,9429
498,2166,8187
346,2166,7457
429,2169,15009
531,2175,7819
3840,2167,13961
224,2170,8136
510,2165,6013
543,2165,8175
2041,2172,14069
676,2166,16846
382,2170,9216
203,2163,5631
674,2174,12056
113,2170,8611
449,2169,5173
186,2168,3801
216,2170,6688
894,2169,8630
1088,2170,10144
1470,2163,6937
486,2168,5756
548,2165,4394
3582,2172,17199
405,2172,9439
202,2162,6339
431,2172,13722
798,2165,7107
488,2166,17834
508,2167,10874
922,2170,17873
789,2166,5824
732,2168,6826
368,2167,5272
90,2164,4498
404,2161,9525
467,2163,17507
1136,2167,15361
113,2161,11661
615,2169,9618
698,2168,7740
269,2162,6422
618,2163,8065
1161,2171,19603
1205,2165,6759
26,2162,3785
581,2161,23246
44,2165,6868
166,2159,14238
170,2167,6808
922,2169,5748
1454,2168,9701
494,2167,7294
360,2162,12788
6486,2165,19865
2676,2160,10446
599,2164,3473
368,2168,3313
120,2163,7578
214,2164,9643
268,2167,18275
188,2159,7551
580,2172,23627
104,2161,6077
1299,2166,9385
255,2164,4424
1549,2168,33036
186,2163,18094
143,2157,5774
258,2163,11543
699,2168,9315
690,2164,17737
187,2157,7186
503,2158,7386
891,2163,4313
350,2165,4687
90,2167,4392
106,2161,9492
348,2166,6285
416,2162,20952
2038,2162,6006
605,2164,14070
551,2167,6425
725,2163,4626
427,2167,17379
1736,2165,22493
217,2163,7448
630,2162,6570
110,2163,6342
375,2162,9542
279,2162,9088
560,2158,15262
643,2161,8562
761,2162,11619
1598,2162,14339
466,2162,7129
898,2158,22146
232,2164,17509
763,2167,7552
225,2168,11999
830,2157,5959
1843,2161,7205
705,2165,3977
481,2162,7979
1131,2162,7035
349,2165,7667
1695,2164,6624
769,2165,6528
258,2167,11307
99,2160,14613
254,2160,14218
1112,2161,10626
149,2167,8102
819,2157,5129
169,2161,4874
596,2160,8260
381,2162,7054
2509,2156,4747
501,2162,2847
319,2158,2424
760,2162,7520
287,2158,10242
2018,2155,13172
287,2161,13521
1069,2161,20947
431,2157,16916
338,2159,9475
628,2157,19449
1429,2157,13587
513,2160,8039
507,2156,7254
138,2156,9928
731,2159,4711
59,2159,9468
188,2154,4646
759,2159,7288
1156,2159,14127
400,2155,7181
583,2159,10878
339,2159,5424
298,2159,6520
215,2153,10151
485,2163,7197
1989,2161,12313
211,2158,12935
426,2159,27591
2183,2156,16486
500,2156,31256
2261,2160,10042
1641,2157,14529
410,2156,4349
373,2156,18761
477,2156,5095
1120,2157,10383
6795,2156,9373
894,2158,8852
1576,2160,11833
379,2161,3820
322,2156,4012
620,2158,10435
68,2156,3382
2893,2159,8237
503,2154,18757
1442,2160,6897
682,2153,11234
893,2160,4907
597,2160,10379
292,2161,14549
620,2159,5990
666,2159,7060
496,2153,14675
956,2162,5798
276,2151,10017
289,2160,17594
540,2157,15078
299,2156,12354
964,2156,6229
505,2159,7118
234,2160,11540
638,2159,12130
358,2160,4970
1088,2156,5458
855,2155,12502
766,2159,4605
1537,2152,13889
828,2151,5710
134,2157,10247
981,2157,4335
266,2157,8131
494,2156,6472
1290,2162,18081
2527,2160,15197
567,2152,12814
691,2155,7254
490,2160,7542
802,2157,7599
2199,2157,7579
858,2157,14311
413,2161,8290
519,2153,8445
3348,2158,20201
557,2151,5875
456,2161,5926
235,2157,10251
722,2154,13494
588,2155,22314
545,2151,8182
350,2153,4744
749,2153,4335
18000,2159,11050
166,2154,4149
526,2157,10159
177,2158,9975
1178,2156,10957
688,2156,5266
534,2152,12543
438,2157,7720
1222,2155,27948
508,2149,9735
227,2154,8916
1364,2153,11215
616,2149,10167
277,2155,3806
647,2157,4781
677,2153,13467
517,2152,4254
113,2157,7410
83,2150,7908
239,2152,5765
589,2154,8488
358,2152,6230
436,2156,9144
1455,2154,11924
1253,2158,6551
1903,2151,29683
339,2157,5881
432,2152,6049
1007,2159,7604
1234,2149,7100
182,2156,19679
989,2153,11906
513,2153,8002
392,2158,29065
387,2153,14490
362,2148,3998
814,2158,8466
258,2151,7864
759,2159,6817
145,2158,11504
185,2151,20619
177,2156,4284
460,2156,8941
570,2152,13858
2452,2152,5877
599,2151,5412
837,2149,6611
364,2156,2674
307,2151,6709
353,2151,12705
1227,2147,18406
324,2152,9328
187,2157,9575
241,2147,7478
419,2156,5098
227,2151,11625
1646,2156,8789
1103,2151,10698
208,2148,3867
1109,2154,5786
201,2151,14295
3847,2156,13677
970,2154,7614
850,2154,9539
508,2153,8326
1350,2152,11658
503,2149,8530
872,2151,10034
1214,2156,10911
343,2155,9124
715,2150,8148
750,2150,17910
382,2150,13182
746,2148,8136
537,2147,10991
234,2149,13563
345,2152,11563
202,2153,4803
758,2148,14820
220,2146,5720
6453,2145,8798
147,2145,4237
339,2155,6877
467,2149,21402
536,2156,13783
368,2154,7391
810,2148,13568
974,2148,7318
677,2146,9459
777,2146,12404
445,2148,7063
991,2148,23577
2090,2145,10703
229,2148,7727
494,2153,9193
442,2149,8113
2506,2150,11625
144,2145,4650
4171,2148,7524
273,2149,7971
249,2146,7704
753,2144,7277
521,2147,7220
478,2149,6391
9461,2148,16629
517,2150,15072
1000,2151,7488
448,2151,2653
494,2145,16298
392,2147,16938
259,2150,11484
640,2148,13589
393,2146,16272
340,2147,6067
312,2144,15141
272,2143,14321
2591,2145,8596
297,2145,15759
965,2148,6137
571,2143,6544
1034,2150,14567
983,2149,5611
134,2147,9376
533,2148,7355
1448,2144,15483
554,2147,19191
519,2143,8825
372,2142,9931
805,2154,21683
488,2141,9228
480,2145,5962
4876,2142,26383
137,2152,6810
997,2148,12638
5443,2143,13087
7256,2140,9927
576,2151,11117
68,2144,8782
302,2147,4303
1013,2140,5359
768,2145,15415
535,2145,28602
1591,2141,12451
88,2150,9756
129,2143,10819
345,2147,9520
1117,2143,16979
1305,2147,7150
234,2143,9147
1824,2137,11283
728,2146,8157
330,2141,19005
1427,2140,17215
663,2139,9046
1211,2141,3666
334,2143,6596
1135,2140,6308
74,2145,6706
590,2145,9391
431,2139,14706
323,2143,13158
224,2146,7195
317,2146,6732
335,2146,12076
160,2147,5750
553,2140,4804
1289,2145,9362
577,2140,6522
579,2141,9059
356,2144,19925
1674,2142,6073
3128,2141,9757
152,2144,2440
264,2142,14128
662,2140,13439
1561,2144,27999
248,2141,12009
428,2144,12334
1162,2142,14780
288,2143,6722
852,2143,11907
705,2140,7282
1174,2140,5020
1014,2138,7342
779,2141,6994
674,2142,4717
177,2141,9104
1559,2142,10718
523,2140,4917
696,2140,14836
2139,2141,14111
402,2141,9509
141,2146,7355
139,2144,5658
506,2138,7433
492,2146,6015
591,2135,8299
297,2141,4621
1166,2138,6722
767,2142,5880
1780,2138,4970
1431,2135,11542
901,2136,10795
2200,2137,15243
801,2141,5543
555,2138,5945
1198,2142,17794
1492,2139,14437
3754,2143,19105
590,2145,4769
1141,2140,12327
220,2143,6590
296,2141,7034
349,2138,7125
1311,2146,6603
2474,2140,16366
113,2140,14837
1282,2136,18996
733,2139,5909
881,2135,11227
131,2141,6926
389,2136,5728
642,2140,15504
108,2143,5943
377,2134,15613
960,2139,4499
1987,2135,5361
1317,2134,5258
1313,2141,5900
450,2140,4830
1336,2133,11056
537,2138,17048
1879,2133,8405
1043,2140,6354
798,2137,8259
68,2135,4975
375,2142,12365
249,2136,17075
545,2139,12814
171,2141,9379
7839,2137,7353
8034,2136,9978
1001,2135,13459
1792,2135,7459
832,2134,25318
391,2135,23222
632,2138,7628
1781,2137,26875
990,2135,3606
753,2140,8365
230,2139,10980
184,2141,9042
277,2135,4320
1062,2134,7593
393,2140,13310
976,2131,11741
6632,2138,7897
964,2140,8441
4780,2134,7525
275,2135,11066
674,2136,17424
320,2136,4723
201,2133,5659
1438,2140,14045
968,2139,5189
766,2142,10691
449,2133,14071
853,2139,16278
1377,2139,21092
314,2136,7441
1767,2132,8936
457,2135,2904
1826,2132,12272
358,2135,16434
1596,2135,19634
452,2140,9132
400,2132,20001
449,2137,19654
226,2133,6075
572,2135,12152
1380,2131,4856
570,2136,5686
487,2139,26033
1121,2134,13520
1174,2132,13355
2040,2135,7083
684,2140,18638
722,2134,14732
176,2128,4043
688,2134,6424
5005,2138,9765
223,2129,6418
1330,2128,11050
390,2137,6870
497,2132,11580
426,2139,17926
279,2132,5448
222,2131,5115
2322,2138,19420
643,2136,12946
345,2130,6552
876,2131,11362
391,2129,6563
708,2137,14994
693,2136,9326
223,2129,5503
433,2138,11482
990,2136,4660
557,2135,11248
82,2131,6652
562,2129,5255
1026,2130,15985
1160,2134,7705
1006,2134,12125
180,2131,9004
1087,2135,6450
1625,2130,6809
2225,2132,5958
1402,2131,9838
837,2133,23858
4428,2130,4804
1062,2130,9078
440,2131,3113
675,2132,7883
367,2132,8114
250,2126,8180
681,2130,6084
250,2134,3728
228,2131,6218
235,2129,18183
67,2127,8358
275,2134,5275
349,2128,6691
92,2130,11852
1720,2139,26520
2810,2128,17520
739,2131,3251
3480,2131,13235
350,2132,6219
2401,2130,14385
196,2132,8489
581,2130,8850
2350,2129,16756
501,2133,10752
205,2129,13593
452,2134,10573
1183,2126,9203
101,2129,8289
410,2126,16244
898,2131,9115
416,2131,7440
446,2129,11535
514,2130,7587
2033,2131,12592
765,2126,13475
228,2134,14772
1695,2129,8068
13307,2125,7358
382,2127,8547
1032,2132,5691
992,2132,3432
518,2131,3039
836,2130,15330
301,2130,14592
1003,2128,9967
267,2131,8395
545,2128,12867
335,2129,3906
1851,2132,17397
110,2132,7994
289,2128,3650
291,2131,12909
659,2125,9708
736,2126,5649
3260,2128,11290
1008,2130,19063
3578,2130,7569
122,2129,11213
519,2124,13408
357,2126,5468
587,2131,18658
344,2124,4367
913,2132,17760
1087,2128,11224
801,2124,6154
616,2124,7355
242,2127,10735
773,2128,13972
86,2131,11639
628,2129,7162
1815,2122,12053
1025,2128,7417
689,2128,3171
372,2121,10430
17283,2128,5997
587,2127,6241
1272,2127,4735
501,2125,4468
239,2129,4318
1215,2132,9403
112,2129,3801
659,2122,14449
14352,2129,19142
930,2126,5740
79,2125,3357
1090,2129,6017
537,2124,3316
475,2129,16118
193,2126,6606
747,2122,19996
114,2127,8624
272,2124,7535
2158,2125,22103
454,2128,9914
1071,2132,9759
10071,2124,13112
1048,2127,8753
1342,2122,18895
356,2123,21469
348,2125,6885
604,2127,4517
390,2125,6123
8311,2130,14773
1699,2125,11201
2098,2126,9068
166,2128,5035
864,2127,22384
1765,2125,17003
328,2124,7072
336,2129,18895
640,2122,16264
432,2128,4880
287,2120,8990
1049,2126,9524
194,2121,9018
448,2125,9336
1366,2126,15976
988,2118,15981
408,2126,7841
489,2124,23491
803,2128,8815
211,2126,5863
253,2128,7284
5270,2126,21191
3474,2123,13883
651,2126,6450
504,2124,6476
448,2127,6938
141,2128,9925
233,2126,14630
1191,2120,7759
93,2125,3182
811,2127,8520
197,2124,10190
399,2125,7090
9896,2125,6943
1046,2122,6937
415,2120,13451
539,2121,6869
316,2124,11603
3364,2124,5750
763,2127,5529
188,2120,9099
591,2126,11997
844,2126,4721
721,2123,5830
1227,2120,4324
314,2123,13379
428,2123,7897
1017,2123,4576
1838,2121,6483
844,2117,4770
589,2122,8122
352,2123,5599
1229,2120,14142
284,2122,4418
166,2119,11704
513,2123,14126
171,2123,7968
255,2120,4531
479,2117,7300
241,2116,4866
1579,2121,17837
341,2121,21682
247,2123,10920
149,2121,7738
1183,2123,8821
265,2121,5107
521,2117,11137
454,2126,9097
741,2121,7176
756,2120,7211
124,2122,4619
723,2116,4203
6809,2123,5762
629,2117,3939
333,2119,4924
12242,2126,41000
515,2121,13873
179,2114,16131
733,2121,5815
282,2121,17466
1030,2114,5783
573,2121,14374
1562,2125,6821
2878,2116,10439
1083,2119,5885
2030,2117,19683
516,2123,5750
1253,2122,7320
1795,2119,6074
575,2120,5967
886,2117,6996
1282,2123,5321
5279,2116,31192
1028,2120,11822
1151,2118,4482
398,2119,26555
82,2121,10848
325,2118,14847
720,2119,23701
61,2119,6327
5087,2121,19773
86,2116,7160
275,2120,5274
3078,2121,10477
169,2116,8976
121,2124,10976
191,2123,9886
341,2115,17499
9138,2120,14758
588,2118,8876
1666,2121,6669
366,2121,15385
3126,2121,17565
401,2123,2768
461,2118,15076
396,2118,15730
902,2122,24282
458,2121,7038
1300,2119,13108
592,2116,11899
1073,2119,7261
401,2123,9207
806,2121,16044
2087,2120,15036
411,2119,3127
1482,2121,10174
1546,2123,10966
770,2122,10562
175,2122,6033
1142,2119,14923
106,2117,7525
467,2118,12465
422,2120,12738
439,2116,6935
240,2115,17872
660,2115,9935
1911,2113,4597
1707,2114,5047
1187,2115,7125
334,2117,5382
400,2112,8357
279,2119,9054
367,2116,12426
840,2116,13658
300,2115,4964
106,2113,9965
354,2117,9744
3175,2117,6333
277,2115,6181
747,2116,6404
3204,2115,10497
505,2117,18026
502,2112,12064
1684,2114,7365
788,2119,4100
1495,2122,12284
4520,2118,24787
2569,2115,15731
779,2118,9531
411,2114,6100
778,2120,7406
880,2115,9995
968,2117,4227
363,2119,4972
123,2113,6428
285,2117,14075
1373,2114,13066
667,2113,8757
347,2115,12305
817,2113,10371
383,2117,17521
246,2114,13923
301,2120,3070
1410,2113,5373
208,2118,6662
368,2115,8669
468,2111,10509
888,2119,13052
417,2112,17719
482,2114,5205
236,2112,6604
62,2116,6283
202,2111,9542
628,2116,12708
776,2109,8971
583,2116,7604
247,2116,13315
182,2115,4381
1039,2116,6575
880,2118,5543
4468,2116,6362
974,2118,7778
1053,2118,3752
134,2112,8654
128,2116,7154
909,2116,12986
320,2110,8196
416,2115,3542
4231,2114,5541
5024,2118,11102
461,2114,16537
942,2112,12437
661,2113,7981
790,2115,10294
429,2118,14053
1709,2110,9596
314,2113,13968
879,2112,35973
246,2117,12099
2196,2108,17406
1553,2116,18276
6750,2113,9704
81,2112,10047
3775,2114,10259
132,2113,4297
575,2111,6150
559,2113,6423
232,2111,4383
697,2117,4583
754,2119,11246
1005,2119,11202
630,2109,4537
458,2110,6661
158,2109,7493
287,2109,5672
126,2117,5083
533,2114,15547
473,2114,12259
1206,2112,24093
814,2114,13563
154,2109,9336
221,2117,17099
299,2117,4665
1067,2111,10274
975,2110,20029
1331,2111,5077
1633,2120,20422
307,2114,4346
720,2106,13742
256,2111,14757
129,2113,11819
700,2113,15806
184,2116,15709
960,2106,11015
124,2110,10823
237,2111,8227
515,2112,5889
4552,2113,7270
537,2115,17405
1015,2111,17998
674,2107,5354
2087,2109,9887
1741,2115,10666
746,2111,10078
1562,2111,4493
488,2111,5971
960,2110,18427
296,2106,5879
260,2108,9383
297,2113,6123
298,2111,11455
95,2109,6539
251,2108,3547
1023,2113,9943
483,2109,6138
14664,2107,9633
161,2108,8799
245,2110,4782
204,2109,6935
981,2114,6013
851,2108,10235
580,2113,5683
6723,2114,17694
1374,2111,7927
625,2111,5259
210,2112,6055
209,2104,9508
539,2111,7008
1021,2106,9360
175,2111,9291
3054,2109,10608
2898,2107,7764
744,2105,11100
664,2108,14077
472,2111,5641
1470,2104,7054
7302,2111,11318
728,2110,15221
950,2111,8794
349,2109,14932
9278,2108,5355
1182,2109,11946
349,2109,4340
117,2109,12208
1941,2109,30510
338,2109,6174
461,2108,4417
1450,2116,16465
377,2113,7956
490,2107,7842
781,2108,4774
1551,2109,9887
465,2109,6265
887,2109,5100
623,2108,4494
596,2103,7680
1411,2109,14183
359,2111,9349
407,2103,14183
1029,2108,12245
401,2106,6178
991,2111,16311
12451,2112,10655
178,2112,8593
662,2111,5695
219,2107,6209
3100,2107,14009
329,2107,6582
12955,2106,10011
4638,2106,10836
1967,2107,27663
815,2110,6309
483,2111,6967
751,2103,7404
655,2108,2690
1203,2106,19400
5827,2103,5927
223,2108,6753
871,2107,11357
1202,2107,11263
275,2108,8089
657,2104,12762
1082,2108,11888
170,2100,9055
1513,2106,15395
898,2105,7166
1425,2106,11810
3734,2106,13309
573,2112,6126
505,2105,6141
348,2105,7382
16601,2108,7523
247,2105,5023
203,2105,13786
323,2105,12313
482,2110,4961
331,2108,4755
422,2106,4278
504,2101,8926
467,2110,35482
192,2106,5040
1112,2110,11208
439,2101,8632
1706,2108,18289
1130,2103,11643
1306,2100,23854
412,2102,7837
286,2104,7596
643,2110,22391
327,2101,14598
714,2105,10815
512,2100,18216
189,2106,12335
1732,2106,8384
179,2105,2967
811,2097,9026
186,2100,15142
577,2104,6646
523,2104,15508
600,2102,9710
640,2100,7802
1035,2102,9333
626,2100,12700
772,2103,10540
356,2105,5740
275,2100,6838
1390,2107,12722
499,2107,7999
1150,2102,11726
1386,2106,4708
935,2106,4476
714,2105,2789
621,2101,9785
493,2102,32064
856,2103,12279
275,2100,5576
1193,2102,16258
227,2108,15962
526,2106,7654
1287,2102,4907
67,2107,5633
1446,2107,14058
564,2104,3549
393,2098,5882
438,2103,16249
270,2104,4476
66,2108,7661
985,2099,11337
1006,2101,8239
681,2095,10967
259,2095,8378
275,2107,4684
1449,2098,7762
765,2100,11089
1243,2100,13371
316,2104,4253
1139,2099,6068
81,2098,11079
9267,2102,12624
1826,2096,7959
213,2102,13982
403,2096,10060
514,2100,10666
1609,2103,6666
572,2106,16440
570,2103,6524
472,2099,5830
1232,2104,9355
1218,2101,9002
148,2104,16476
374,2097,10746
51,2099,7541
357,2095,10113
158,2100,6284
189,2102,17517
704,2096,10832
818,2100,17417
535,2104,9500
629,2101,6837
777,2099,11757
721,2099,6245
1110,2098,5484
628,2100,3551
451,2101,7960
320,2099,9036
678,2096,9838
553,2102,3938
404,2101,5177
525,2101,3489
617,2094,7257
291,2097,16393
604,2097,15894
7017,2101,8486
625,2093,11317
753,2093,4161
307,2099,15514
1721,2099,7745
352,2099,4651
305,2097,33776
832,2099,9599
319,2098,8502
498,2098,6206
314,2103,18917
281,2095,10180
139,2101,10730
264,2092,6622
641,2095,13229
335,2097,5967
344,2093,7544
1076,2094,9486
107,2095,11075
385,2097,13411
1237,2100,6506
984,2097,12471
1125,2102,13462
867,2097,7135
756,2094,18996
1126,2099,9626
152,2103,9916
395,2095,9369
221,2099,14799
419,2093,16777
381,2095,11588
129,2098,7742
315,2095,13487
1053,2099,17177
641,2103,6413
488,2092,6688
903,2102,20314
833,2103,14761
3058,2099,8625
587,2097,4973
1589,2102,5881
205,2095,15803
193,2090,9502
174,2098,6242
639,2090,21125
249,2100,9541
6200,2101,7267
119,2099,7546
1347,2093,9700
939,2102,11166
400,2100,12395
